key,source,Translation
790F063245A7B8A1E59FD988392E3EA9,A can of chopped tomatoes.,切片番茄罐头.
3A8585F248CE58C533D2E285C24CC983,"A can of dog food, chicken flavored!",鸡肉味的罐头狗粮！
45EC8271443EFC9FA003DFA18F80041D,A can of grease cleaner.,灰色清洁剂的罐子.
F34B7EFA4900292556BCA1BED4341875,A can of hair spray.,发胶罐.
985377C5470EC911603E008741FDC300,A can of herring.,鲱鱼罐头.
F37BC5354750DF4B72902F86E55E8147,A can of spray paint.,喷漆罐.
928710D7422066497A7F7CADED57414B,A can of tuna.,鲔鱼罐头.
F7DEC41D48857B96CA0A95884D675DB6,A can of vegetable soup.,蔬菜汤罐头.
EA5C99EB4A0BF25A0ABEACBB92AE146F,A can of wet cat food.,湿猫粮罐头.
2F14C6564A9C71D7D2DAEEA608115D68,A cantaloupe slice.,坎塔罗普甜瓜切片.
17DFFE9341ADEE266EEA029974701946,A cantaloupe.,坎塔罗普.
3E31380043A2393925F9F89B6AE1461A,A cap for police.,警察的帽子.
AA53AF2E47F65E0C1B4E3CBDDE51C58F,A cap sometimes worn by members of the military.,军队成员有时会戴的帽子.
A9EDB9B347F038B3F49372B87E2C57EA,A capacitor typically used in advanced electrical-related recipes.,高级电气相关配方中常用的电容器.
FE122CAA47DC28E0C11E8B8DE515E442,A capacitor typically used in advanced electrical-related recipes.,高级电气相关配方中常用的电容器.
CBF239E54EE8197AE82BFD971462B0A9,A car filter.,车用过滤器.
B96035F94630E6749CBB5FA607209E97,A car filter.<cf><cf>Can be installed into a car using the correct tools.,一个汽车过滤器。<cf><cf>使用正确的工具可以安装到汽车上。
979DAA784D44BA38AA7C4CAEA6CC74C4,A car's engine.,汽车发动机.
5F440DB94530EFE85FF60F9A100F89E0,A car's gas tank.,汽车油箱.
818B46C942CC930DF964DC9A14AF73EE,A car's gas tank.,汽车油箱.
42E0E34D43D30787CE42C1A9307BAC51,A caramel candy bar.,焦糖糖果.
7EF7632D4A0949AC64AE1CAD958643CE,A caramelized rib-eye dish.,焦糖风味的生冰牛排.
F7BA5757483519392BBE90B5C19E7431,A card for a bank. Probably fits in most ATMs.,银行卡.可能在大多数 ATM 机上都能使用.
BB5F86A14F464B0C661446A355B714D3,A carrot slice.,胡萝卜切片.
BDA75668481EC9BAFB7E26ACEF6580CB,A carrot.,胡萝卜.
DFCFB353481A6EADF5A72E90FBCB7C33,A carton of duck eggs.,鸭蛋的纸板.
7BB9050E4977E814AF2A148F1BDC000F,A casual sports shirt.,休闲运动衬衫.
AE0D91EA4AA68D90503A38B87BA6A728,A catfish.,鲶鱼.
CDA68BD047F5455009CF0DB2DE877E59,A cave with something inside it.,洞穴里有什么东西.
EB5874DB4E6350103B6163B4D8CE2FF1,A cavern.,洞穴.
2CD0F78C434B25BD0154168EA36E0B40,"A cemetary, full of the dead.",充满死者的墓地.
98D018FC459D341DF01DED95A87002DB,A cemetary.,墓地.
1F660B7B47700CE0FCA9CE95F7CFD701,A ceramic oven dish.<cf><cf>Can be used for cooking.,一个陶瓷烤盘。<cf><cf>可用于烹饪。
90407492420D6DC43161D2B6749E9BFB,A ceramic oven dish.<cf><cf>Can be used for cooking.,一个陶瓷烤盘。<cf><cf>可用于烹饪。
8617F32243A297794CE92C8DA7581058,A cheap plastic trophy.,看起来很便宜的塑料奖杯.
F756ADB244E12F140AFFF0A40180817C,A chess board.,棋盘.
11BAD4754E653BCD3436828A3FB93D3B,A chicken fajita.,法式炸鸡.
1C6A861E40BB8FE3FF68DA96F85E7353,A chocolate chip cookie. Yum!,巧克力曲奇.好吃！
9FC5CE1C43477FDC83FAA2A2492DC210,A chocolate donut.,巧克力甜甜圈.
FDB092A4469AFA428778588E5C33DC9C,"A chunk of grass fed, wagyu beef.",牧草饲养的和牛块.
710E906C403A1F71EE98F59D7E493F1B,"A chunk of raw fur pelt gathered from skinning an animal. <cf><cf>Unusable in this state, needs to be dried.",剥动物皮后采集的一大块生毛皮。<cf><cf>在这种状态下不可用，需要干燥。
D9046B604A9C80793549A1B84CF78BAB,"A chunk of raw hard leather gathered from skinning an animal. <cf><cf>Unusable in this state, needs to be dried.",剥动物皮后采集的一块生硬皮。<cf><cf>在这种状态下不可用，需要干燥。
1086AF664D60FE98357A91B1F898CF97,"A chunk of raw leather gathered from skinning an animal. <cf><cf>Unusable in this state, needs to be dried.",剥动物皮后采集的一大块生皮。<cf><cf>在这种状态下不可用，需要干燥。
55FB99A24C502820A87E18AF204607FF,A church.,教堂.
5835315A4E862E62D2E67B96DA0302C5,A church.,教堂.
19B6DFA84B23A528634D9E90065FC920,A circular saw blade. <cf><cf>Specifically made to fit into a powered cutting tool.,圆锯片。<cf><cf>专门用于电动切割工具。
8B8BE46C4479A13C55FB6CBFE2DEC2E1,A circular saw blade. <cf><cf>Specifically made to fit into a powered cutting tool.,圆锯片。<cf><cf>专门用于电动切割工具。
302C75B143FBD296645C9990818B9C4B,A circular saw. <cf><cf>Useful in crafting. Requires tool battery to function.,一把圆锯。<cf><cf>在制造中很有用。需要工具电池才能运作。
FF1C40284B0FF842B9684E8AA65D6B13,A citrus fruit.,柑橘类水果.
4C4CFEB844F4EF623F84329E67D5250A,A civic government office for Dannemora.,丹尼莫拉市政府.
DFBA8F1F4F9F77481C9412A7D575B476,A classic American tradition.,古老的美国传统.
62DA1F14426CBEE1A6D177B6605044EF,"A classic revolver, formerly used by the NYPD. It can still be found around the USA.","这是一种经典的左轮手枪,曾用于纽约市警察局.至今仍可在美国各地看到."
C8BEA5A14A4EDBAAB53DC3A6BE49E486,A claw hammer.<cf><cf>Can be used in crafting.,一把铁锤。<cf><cf>可用于制造。
AF7A2D6540BACD67589B49A89B511657,A cloth rope used in crafting.,制作工艺品时使用的布制绳索.
7A9E1CAE4FCBD1849895F89FB60AF8BB,A cloth rope. Useful in crafting.,布制绳索。可用于制造。
D01B7F3143C64CA886A83DAF812C55DA,"A cloudy jar with a label that reads, ""Nectar Mortuorum""<cf><cf>...and hastily scribbled underneath: ""Donum immortalitatis""",贴着 ”Nectar Mortuorum“ 标签的雾蒙蒙的瓶子......<cf><cf>下面匆匆写着 ”Donum immortalitatis“。
F6541DB34A5B6891774C31A14AAF6EBD,A club used in golf. What do you expect?,高尔夫中使用的球杆。你期待什么？
EE9C0C8041D6E3F362C967A5AFF445DC,A coconut.,椰子。
295D8C9644142F25F1E908AAE4A44F2A,A coffee pot typically seen at campsites.,在露营地经常能看到的咖啡壶.
126E9BC2443CBD767952B68FD1433AFC,A collar specifically made for pets.,专门为宠物制作的项圈.
7D7B41094E243A0B2DEE829405673D3A,A collection of brake parts for a car.,汽车制动器零件的集合.
BE0E139A44C983290E037791659FA8FD,A collection of brake parts for a car.<cf><cf>Can be installed into a car using the correct tools.,汽车刹车部件的集合。<cf><cf>可以使用正确的工具安装到汽车上。
5193B26D454DEF3E844C4E95344FAABA,A collection of refined electrical components.,精致的电气零件系列.
E826EFD64129BE66FDC7E8AA8DCBABC4,"A collection of refined electrical scrap, combined into useful components.","收集精制的电气废料,将其组合成有用的零件."
8B47416E482BCC0E8268AAA10D8E4222,"A collection of refined, advanced electrical components.",一系列精致的高级电气零件.
F3141F5347C30A477FA97282C7A5FC63,"A collection of refined, advanced electrical components.",一系列精致的高级电气零件.
7D8911B14B7C4E44490E3487E3EC23B0,A collection of tech parts that can be used in advanced recipes. Hard to come back nowadays.,可用于高级食谱的技术部件系列.如今这是一个难以获得的物品.
781F84004EF72EC3A203BCAFA2397B35,A collection of various bits of plastic parts.,各种塑料零件的集合.
70B5DED3415CEEED2ADD698414894706,A collection of various rubber shreds. Known for its elasticity and toughness.,由各种橡胶碎片组成.具有出色的弹性和强度.
03D3C0F148FA46D66290D5904CB56C5D,A collection of various steel chunks and parts.,各种铁块和零件的收藏.
BE8487034F0063B0A768EBADE77CAB51,A comb.,梳子.
E033753B41B3AB93C67F89A418C18EE7,A combat knife.,战斗匕首.
5979683A4E4E255445EB17A0325696CC,"A comfortable resting place, great for camping trips!",这是一个非常适合露营旅行的舒适休息场所.
207B26EB4013548D263A2F90C3D5DE3F,A comfortable resting place.,舒适的休息场所.
BD3A06E848A72CC59BDC68AEB587B45A,A comfortable resting place. ,舒适的休息场所.
14481D5343CBEBDEE121C082A2DC2141,A commercial meat slicer.,商用切肉机.
52789ADB41B7AF19B059429FA7CEB6C4,A commercial pasta maker.,商用意大利面制造商.
14100B06423BEA9323729B86A8DCD991,A common physics toy.,一般的物理玩具.
9CA0E16C42376E9C7604CEB74D6EE7A7,A compact bullpup submachine gun.,紧凑的牛气冲锋枪.
179870734A92A97F11203FAC14B9D203,"A compass, used to determine your direction.",用于确定方向的指南针.
DD1C11E044067833F2E16F849DAEE56C,"A compass, used to determine your direction.<cf><cf>When equipped, enables a compass on your HUD.",用于确定方向的指南针。<cf><cf>装备后，HUD 中会显示指南针。
86ADEE7240816AB770FA2A8E2E384840,A container full of butter.,装满黄油的容器。
B4111D284705D5D47DE8D5BF360DCDF0,A container of burncream.<cf><cf>Used to reduce the severity of burns.,一个盛有烧伤霜的容器。<cf><cf>用于减轻烧伤的严重程度。
1EE1CACB426C5609FC3DCDB5E4712839,A container of cleaning wipes. <cf><cf>Used to disinfect wounds.,一个装有清洁湿巾的容器。<cf><cf>用于消毒伤口。
D92C8A134599119EEEE2C8983F26FEA0,A container of cleaning wipes. <cf><cf>Used to disinfect wounds.,一个装有清洁湿巾的容器。<cf><cf>用于消毒伤口。
93905D314F97A847DC8C8CB74683D9AC,A container of cream cheese.,装有奶油芝士的容器.
480BB22F463EB9577559E4A79892F599,A container of dried seaweed.,装有干燥海藻的容器.
D51D06464B852A68E9CF24BDC3BAE03B,A container of earthworms used for fishing bait.,用作钓饵的装有蚯蚓的容器.
4C6A7F8449263979A239E79B630D62C0,A container of expensive caviar.,装有昂贵鱼子酱的容器.
7D9672AE48D72B315F82C2A363BA3284,A container of hair pomade.,发油的容器.
5BCF2175408931A9A6AB34A909FDF5B8,"A container of ice cream, probably melted.",可能是融化的冰淇淋容器.
F1A968C547C4DDEF7426D5A2F0F6D132,"A container of white truffles, a fungi that grows underground.",装有生长在地下的菌类白松露的容器.
A9CA97EA477D508443F84C96163813A5,A convenience store and gas station.,便利店和加油站.
857C249640E499780A4CBABB359DB8FD,A convenience store and gas station. The Sammy's Day Off is a local favorite.,便利店和加油站.Summys Day Off 是当地一家很受欢迎的店铺.
5569F9B6419BD01ED7C3CE92FD3C1A50,A cooked hotdog placed within a steamed bun.,在蒸过的面包中夹入烤好的热狗.
B427895B47578EA271E1E6979C83CBFE,A cooked hotdog placed within a steamed bun.,夹在蒸面包里的烤热狗.
14CDCF614F767A4236A19B969DC4B029,A copper ingot.<cf><cf>Useful in crafting.,一块铜锭。<cf><cf>在制造中很有用。
CB8FB3644CE6C4E83B6F9193268EEAD3,A corn.,玉米.
3A1A4C3943CB3F8953AC0B932001F19F,A cotton beanie.,棉质贝雷帽.
E4D362C843EA7FA49AD5C89598470EDB,A couch.,沙发.
D82C1A0A49E75528E8A0008B336D49AD,A courthouse and community center.,法院和社区中心.
B91C0BDB45D06FF80AA018B308B8CEA2,A courtroom sign for the defendant.,被告人使用的法庭标志.
64DDD2FC42AE2431E5E666868AE7A4E8,A courtroom sign for the prosecutor.,检察官的法庭标志.
144A6DC74A0F80AA01EF1A86E2CCC66D,A courtroom sign for the witness.,证人用的法庭标志.
3A9F9EA8441AEF040E17148C41D148E0,"A crafting surface, used to build advanced things.",用于构建高级物品的工艺表面.
A67419B446EC2328ADEC2BA1137ECDC5,"A crafting surface, used to build simple things.",用于制作简单物品的工艺面.
2E4EB2E243174881D3F6C094FD514784,A creamy candy bar.,奶油味的糖果棒.
06D2E13D454ED64F7CCCCDA793AC610C,"A crispy, sweet rice snack.",酥脆甜美的米饭小吃.
4BA48AAD40C94E8BD626FDBCC4A87BCD,A croissant.,羊角面包.
F9EA128C4662D748AA1F01A993A51284,A cucumber slice.,黄瓜切片.
2AABCA65409FE4516077BFB76D834041,A cucumber.,黄瓜.
A1A8A1CF4D3BFF3F5239A5A3E1626145,A dartboard.,飞镖盘.
6325501741EDD4B48A2F818D6EBD3331,A dead bird.,死鸟.
9A09CFE040F2B580D4ADFF97BD96AAAD,A depot.,仓库.
8BE932444CAB17A2D3EBE5852E4903A6,A device that shows up on your compass when you're near.,附近时指南针上显示的设备.
B12206CB43C7113F3BCAD09D2D40EA87,"A difficult and frustrating experience that’s tailored to the players who enjoy suffering. Starts the game in Fall, half a year after the apocalypse.","这是一个为享受痛苦的玩家量身定制的,既困难又令人烦躁的体验."
B78B870F4FCB38201D9F80B2DDDF0A2E,A dining table.,餐桌.
1C43300448350362B4504A8CCB6EAF0C,A disembodied arm.,被切断的手臂.
4E93C65E44AD43CE039B408C5BE7A3E8,A disembodied leg.,被截断的腿.
B41279154522622281CFCAB9D4E59151,A dust mask.,防尘口罩.
42DD7CB24BDDF0C2BC3059A9D1CECE8F,"A family-owned restaurant, complete with a bar and stage for musicians. The family lived upstairs.",一家家庭经营的餐厅，配有酒吧和音乐家舞台。这家人住在楼上。
BA7F527B4A871EB80328C392EBD0A129,"A family-owned restaurant, complete with a bar and stage for musicians. The family lived upstairs.",一家家庭经营的餐厅，配有酒吧和音乐家舞台。这家人住在楼上。
C73D4B29451C750442549B85E26CC421,A fancy tuxedo jacket for special occasions.,为特别日子准备的华丽燕尾服夹克.
44353E254A5410A03EFB40B40E31753E,A farm on the outskirts of Dannemora.,丹尼莫拉郊外的农场.
F3F361494265C03755AA52A82A142D01,A farm storage.,农场仓库。
4313C3B74D5D854A0D61D4A1F5D44393,A fattened duck liver. A French delicacy.,养肥的鸭肝.法国的珍馐佳肴.
0D879DC84A22B5D03A53B2BFB1B313C5,A final resting place for some unfortunate souls.,一些不幸灵魂的最后安息之地。
696C56C3455D70B5290121A1E7272515,A final resting place for some unfortunate souls.,这是不幸灵魂安息的地方.
DAD0D73844A7B9C389691AA15AB13A8D,A firewatch tower facing Chazy Lake.,面向恰吉湖的火焰瞭望台.
2A36B76445D7DD54ABAB789D08605E1B,A firewatch tower located beside a train route.,铁路沿线的消防瞭望塔.
E97A6B7A44D7925E6EA95A8856467BF1,A firewatch tower located on Johnson Mountain.,约翰逊山上的观火塔.
2E9DAC5D4BDC1B386860C18B89569F25,A firewatch tower located on Seine Mountain.,塞纳山上的火焰瞭望塔.
8FFB8D9A41F232B5F0A17E8CCDCA2D2B,A firewatch tower located southwest of Dannemora.,位于丹尼莫拉西南方向的火焰瞭望塔.
A3B4F54F4F77C98DC06CFAA53C650F47,A firewatch tower overlooking some wreckage.,俯瞰残骸的消防瞭望塔.
BF36615247A4911A3DFEA2960A78DD4B,A firework. Place it and ignite it with a lighter to make a loud noise and light show.<cf><cf>Are you sure you want to make this much noise?,烟花。将其放置并用打火机点燃，以产生巨大的噪音和灯光秀。<cf><cf>您确定要发出这么大的噪音吗？
6CBB9874400E76C6EAABB499CA29DC12,A fishing shop and pier.,钓具店和码头.
8A0BAF2E4F86406016C676936B298F57,A flaky pastry that has a variety of uses.,一种可用于多种用途的酥脆糕点.
301380004D30CDB5C93CA9AAC4DDDC0A,A flashlight.,手电筒.
4CA1F1234CA557A8DAE530BDBBACDD75,A flashlight.,手电筒.
0CB7FE0140AC988D44B7368041C1704D,A flood light.,投光灯.
3540037240A1E4231B316A8E8B5D4828,"A flowy, off-shoulder top. Perfect for breezy fall days.",宽松的露肩上衣.非常适合秋季通风良好的日子.
E6A5F47D48A272C60E264B9412E80FB2,"A fluffy, oversized sweater.",蓬松的超大号毛衣.
617D09BB4EB6FA1A560F8983E98691E3,A folder full of unimportant documents.,一个装有无用文件的文件夹。
F4EDCC494D7F574A3C9B758896401A38,A fortified door made of limestone brick.,用石灰岩砖制成的强化门。
1377FAB5407C1DEC3D1F5491C32DB37E,A fortified door made of limestone brick. ,用石灰岩砖制成的强化门。
9713B6714E6E4CD2344BBC920B11C10E,A fortified door made of limestone brick. ,用石灰岩砖制成的强化门。
81E20D71452BF0ECDDC4B1B4C17CDE60,A fortified door made of limestone brick. <cf><cf>An installed window flap also allows for outdoor visiblity.,用石灰岩砖制成的强化门。<cf><cf>通过安装的窗户，还可以看到外面的景色。
0E9C16174331763E4639998C42461C4C,A fortified door made of reinforced wood. ,用强化木材制成的要塞化门.
4860191F4F59E604BAAE64B117BEAAF1,A fortified door made of reinforced wood. ,用强化木材制成的要塞化门.
8C5401C84E995C885EA473AD8AC415E3,A fortified door made of reinforced wood. ,用强化木材制成的要塞化门.
36FBBDC4404960FFE7F8A8B19C90BF0B,A fortified door made of reinforced wood. <cf><cf>An installed window flap also allows for outdoor visiblity.,用强化木材制成的坚固大门。<cf><cf>通过安装的窗户，还可以看到外面的景色。
2281D70B4E455B0A097F93B7F77CE821,A fortified door made of scrap metal.,废金属制成的强化门.
321EB19A485BD534410D0E89F29D4BC9,A fortified door made of scrap metal.,废金属制成的强化门.
437E28E04ED377990A84D6AF058A54C0,A fortified door made of scrap metal.,废金属制成的强化门.
68E9C4E7436B40A6716EF2987DA2367A,A fortified door made of scrap metal.<cf><cf>An installed window flap also allows for outdoor visiblity.,用废金属制成的强化门。<cf><cf>通过安装的窗户，还可以看到外面的景色。
47436DAE469E8E130319D9B041F2A756,"A fortified fence gate made of limestone brick.<cf><cf>Can be used as an entrance for your fence perimeter. Can be attached with a door afterward, if desired.",一扇由石灰岩砖制成的加固围栏门。<cf><cf>可以用作围栏周边的入口。如果需要，可以在稍后装上门。
8D25E252467D4F3855130BA6F10D693D,"A fortified fence gate made of reinforced wood. <cf><cf>Can be used as an entrance for your fence perimeter. Can be attached with a door afterward, if desired.",一扇由强化木材制成的坚固栅栏门。<cf><cf>可以用作围栏周边的入口。如果需要，可以在稍后装上门。
5253EF6149BFD5FFA54755B2E9A486B6,"A fortified fence gate made of scrap metal. <cf><cf>Can be used as an entrance for your fence perimeter. Can be attached with a door afterward, if desired.",一扇由废金属制成的强化围栏门。<cf><cf>可以用作围栏周边的入口。如果需要，可以在稍后装上门。
5D0D9DC643E5B3557F7A9FBF649E287D,A fortified fence made of limestone brick.<cf><cf>Can be put against fences to create makeshift guard towers.,一种由石灰岩砖制成的加固围栏。<cf><cf>可以靠围栏搭建临时瞭望塔。
A312239B43C813A331D1A4AAD4BADBFE,A fortified fence made of limestone brick.<cf><cf>Can be used as an exterior perimeter wall.,一种由石灰岩砖制成的加固围栏。<cf><cf>可用作外部围墙。
222108F24F9C70DA39524F9CFD524392,A fortified fence made of reinforced wood. <cf><cf>Can be put against fences to create makeshift guard towers.,一种由强化木材制成的坚固围栏。<cf><cf>可以靠围栏搭建临时瞭望塔。
6EEEF674432AEECB8F293481D14B0F6F,A fortified fence made of reinforced wood. <cf><cf>Can be used as an exterior perimeter wall.,一种由强化木材制成的坚固围栏。<cf><cf>可用作外部围墙。
EB0423754361DEBA2AB466AF1D9B48EF,A fortified fence made of scrap metal.<cf><cf>Can be put against fences to create makeshift guard towers.,一种由废金属制成的强化围栏。<cf><cf>可以靠围栏搭建临时瞭望塔。
7CB67E1D4D68DA0F8B23D4BD90E8323F,A fortified fence made of scrap metal.<cf><cf>Can be used as an exterior perimeter wall.,一种由废金属制成的强化围栏。<cf><cf>可用作外部围墙。
